Accident_ID,Year,Month,Month_Name,Accident_Date,Province,District,City / Place,Latitude,Longitude,Road_Type,Vehicle_Type,Accident_Cause,Time_of_Day,Weather_Condition,Number_of_Vehicles_Involved,Injuries,Fatalities,Total_People_Killed,Emergency_Response_Time_Minutes,Victim_Gender,Victim_Age_Group,Road_User_Type
ACC-00460,2025,1,January,2025-01-01,Gandaki,Kaski,Hemja,28.256264,84.008008,Hill Road,Motorcycle,Overspeeding,Afternoon,Foggy,3,4,3,3,37,Male,Adult (25-44),Motorcyclist
ACC-00250,2025,2,February,2025-02-01,Karnali,Surkhet,Chandannath,28.622389,81.701146,Urban Road,Motorcycle,Weather,Evening,Foggy,4,1,0,0,5,Female,Senior (65+),Motorcyclist
ACC-00268,2025,2,February,2025-02-01,Koshi,Morang,Rangeli,26.426156,87.323253,Rural Road,Motorcycle,Road Condition,Night,Rainy,4,3,3,3,45,Male,Adult (25-44),Motorcyclist
ACC-00275,2025,2,February,2025-02-01,Gandaki,Kaski,Birauta,28.186524,83.961328,Highway,Motorcycle,Flood,Evening,Rainy,2,5,1,1,21,Male,Adult (25-44),Motorcyclist
ACC-00320,2025,2,February,2025-02-01,Sudurpashchim,Kailali,Dhangadhi,28.686331,80.544235,Highway,Motorcycle,Human Error,Evening,Foggy,4,7,1,1,6,Male,Senior (65+),Motorcyclist
ACC-00350,2025,2,February,2025-02-01,Karnali,Surkhet,Latikoili,28.609794,81.647102,Highway,Bus,Landslide,Afternoon,Rainy,4,5,2,2,33,Male,Young Adult (15-24),Passenger
ACC-00374,2025,2,February,2025-02-01,Sudurpashchim,Kailali,Lamki,28.618482,80.674348,Rural Road,Motorcycle,Flood,Night,Rainy,3,3,0,0,23,Male,Middle Aged (45-64),Motorcyclist
ACC-00425,2025,2,February,2025-02-01,Koshi,Morang,Pathari,26.657081,87.587651,Urban Road,Motorcycle,Landslide,Night,Rainy,4,2,0,0,56,Male,Child (0-14),Motorcyclist
ACC-00488,2025,2,February,2025-02-01,Madhesh,Dhanusha,Lakshminiya,26.681141,85.974584,Urban Road,Bus,Weather,Morning,Foggy,4,4,2,2,33,Male,Middle Aged (45-64),Passenger
ACC-00493,2025,2,February,2025-02-01,Sudurpashchim,Kailali,Attariya,28.66848,80.611899,Hill Road,Motorcycle,Overspeeding,Afternoon,Clear,1,6,1,1,41,Male,Young Adult (15-24),Motorcyclist
ACC-00496,2025,2,February,2025-02-01,Sudurpashchim,Kailali,Dhangadhi,28.691555,80.581209,Highway,Motorcycle,Flood,Afternoon,Rainy,4,2,0,0,53,Male,Adult (25-44),Motorcyclist
ACC-00533,2025,2,February,2025-02-01,Sudurpashchim,Kailali,Bhajani,28.490594,80.751473,Highway,Motorcycle,Landslide,Evening,Rainy,1,2,0,0,17,Other,Adult (25-44),Motorcyclist
ACC-00096,2025,3,March,2025-03-01,Lumbini,Rupandehi,Siddharthanagar,27.489735,83.479881,Rural Road,Motorcycle,Road Condition,Afternoon,Foggy,4,4,2,2,66,Male,Middle Aged (45-64),Motorcyclist
ACC-00235,2025,3,March,2025-03-01,Karnali,Surkhet,Uttarganga,28.538012,81.650199,Urban Road,Car,Landslide,Evening,Rainy,2,5,2,2,46,Male,Young Adult (15-24),Driver
ACC-00282,2025,3,March,2025-03-01,Karnali,Surkhet,Birendranagar,28.58652,81.611573,Highway,Motorcycle,Human Error,Afternoon,Foggy,1,2,1,1,16,Male,Adult (25-44),Motorcyclist
ACC-00330,2025,3,March,2025-03-01,Sudurpashchim,Kailali,Mohanyal,28.750676,80.70424,Highway,Car,Drunk Driving,Afternoon,Clear,3,3,2,2,20,Male,Young Adult (15-24),Driver
ACC-00390,2025,3,March,2025-03-01,Karnali,Surkhet,Chhinchu,28.541386,81.667794,Hill Road,Motorcycle,Road Condition,Evening,Rainy,4,5,0,0,58,Female,Adult (25-44),Motorcyclist
ACC-00427,2025,3,March,2025-03-01,Karnali,Surkhet,Panchapuri,28.590494,81.717727,Highway,Motorcycle,Road Condition,Night,Foggy,1,8,2,2,58,Male,Adult (25-44),Motorcyclist
ACC-00456,2025,3,March,2025-03-01,Madhesh,Dhanusha,Ganeshman Charnath,26.75738,85.896666,Rural Road,Motorcycle,Landslide,Night,Rainy,1,0,0,0,38,Male,Adult (25-44),Motorcyclist
ACC-00509,2025,3,March,2025-03-01,Sudurpashchim,Kailali,Mohanyal,28.773812,80.677217,Hill Road,Motorcycle,Drunk Driving,Afternoon,Foggy,4,0,0,0,43,Female,Adult (25-44),Motorcyclist
ACC-00012,2025,4,April,2025-04-01,Koshi,Morang,Letang,26.715542,87.567062,Rural Road,Motorcycle,Landslide,Morning,Rainy,2,0,0,0,73,Female,Young Adult (15-24),Motorcyclist
ACC-00018,2025,4,April,2025-04-01,Lumbini,Rupandehi,Rohini,27.621709,83.404227,Rural Road,Motorcycle,Overspeeding,Night,Foggy,3,2,0,0,60,Male,Adult (25-44),Motorcyclist
ACC-00036,2025,4,April,2025-04-01,Sudurpashchim,Kailali,Mohanyal,28.764851,80.702768,Urban Road,Motorcycle,Weather,Morning,Rainy,4,2,2,2,48,Female,Young Adult (15-24),Motorcyclist
ACC-00088,2025,4,April,2025-04-01,Bagmati,Kathmandu,Koteshwor,27.678629,85.325842,Hill Road,Motorcycle,Landslide,Afternoon,Rainy,2,0,0,0,34,Male,Young Adult (15-24),Motorcyclist
ACC-00168,2025,4,April,2025-04-01,Bagmati,Kathmandu,Thankot,27.704811,85.21148,Urban Road,Car,Flood,Afternoon,Rainy,3,0,0,0,11,Male,Senior (65+),Driver
ACC-00211,2025,4,April,2025-04-01,Madhesh,Dhanusha,Janakpur,26.730387,85.894041,Hill Road,Motorcycle,Drunk Driving,Evening,Foggy,1,0,0,0,55,Male,Young Adult (15-24),Motorcyclist
ACC-00386,2025,4,April,2025-04-01,Madhesh,Dhanusha,Hansapur,26.718574,85.878576,Urban Road,Truck,Weather,Evening,Rainy,2,4,3,3,5,Female,Young Adult (15-24),Driver
ACC-00388,2025,4,April,2025-04-01,Karnali,Surkhet,Latikoili,28.606389,81.664945,Urban Road,Motorcycle,Drunk Driving,Evening,Clear,1,5,0,0,58,Male,Senior (65+),Motorcyclist
ACC-00490,2025,4,April,2025-04-01,Gandaki,Kaski,Birauta,28.212985,83.993672,Urban Road,Motorcycle,Landslide,Night,Rainy,2,1,0,0,15,Female,Young Adult (15-24),Motorcyclist
ACC-00512,2025,4,April,2025-04-01,Sudurpashchim,Kailali,Dhangadhi,28.677154,80.580128,Urban Road,Truck,Weather,Morning,Foggy,3,0,0,0,34,Male,Senior (65+),Driver
ACC-00066,2025,5,May,2025-05-01,Gandaki,Kaski,Lakeside,28.197232,83.961315,Hill Road,Motorcycle,Flood,Night,Rainy,3,0,0,0,56,Male,Senior (65+),Motorcyclist
ACC-00112,2025,5,May,2025-05-01,Sudurpashchim,Kailali,Pathariya,28.660846,80.583896,Hill Road,Tempo,Landslide,Afternoon,Rainy,3,4,1,1,25,Male,Senior (65+),Driver
ACC-00122,2025,5,May,2025-05-01,Bagmati,Kathmandu,Koteshwor,27.671181,85.346021,Hill Road,Motorcycle,Human Error,Morning,Rainy,2,0,0,0,41,Female,Middle Aged (45-64),Motorcyclist
ACC-00159,2025,5,May,2025-05-01,Gandaki,Kaski,Malepatan,28.240153,83.977804,Hill Road,Truck,Overspeeding,Evening,Rainy,2,3,1,1,65,Male,Young Adult (15-24),Driver
ACC-00240,2025,5,May,2025-05-01,Madhesh,Dhanusha,Ganeshman Charnath,26.717736,85.903013,Highway,Motorcycle,Road Condition,Evening,Foggy,4,7,2,2,32,Male,Senior (65+),Motorcyclist
ACC-00288,2025,5,May,2025-05-01,Karnali,Surkhet,Panchapuri,28.601736,81.699287,Urban Road,Car,Human Error,Evening,Clear,3,5,3,3,53,Male,Young Adult (15-24),Passenger
ACC-00297,2025,5,May,2025-05-01,Koshi,Morang,Budhiganga,26.459832,87.273114,Highway,Motorcycle,Drunk Driving,Night,Rainy,2,2,1,1,60,Female,Young Adult (15-24),Motorcyclist
ACC-00299,2025,5,May,2025-05-01,Lumbini,Rupandehi,Kanchan,27.583887,83.442859,Urban Road,Bicycle,Human Error,Evening,Foggy,4,1,0,0,8,Male,Adult (25-44),Cyclist
ACC-00339,2025,5,May,2025-05-01,Bagmati,Kathmandu,Kalanki,27.680941,85.298351,Highway,Motorcycle,Overspeeding,Morning,Foggy,4,6,2,2,47,Male,Young Adult (15-24),Motorcyclist
ACC-00444,2025,5,May,2025-05-01,Sudurpashchim,Kailali,Tikapur,28.517614,81.119874,Rural Road,Motorcycle,Human Error,Morning,Rainy,1,3,0,0,42,Male,Adult (25-44),Motorcyclist
ACC-00497,2025,5,May,2025-05-01,Lumbini,Rupandehi,Rohini,27.628803,83.427944,Urban Road,Tempo,Landslide,Evening,Rainy,3,2,0,0,57,Male,Young Adult (15-24),Passenger
ACC-00516,2025,5,May,2025-05-01,Bagmati,Kathmandu,Thamel,27.726906,85.33183,Hill Road,Motorcycle,Human Error,Evening,Foggy,3,5,2,2,66,Male,Middle Aged (45-64),Motorcyclist
ACC-00030,2025,6,June,2025-06-01,Sudurpashchim,Kailali,Pathariya,28.645088,80.610927,Highway,Bicycle,Drunk Driving,Evening,Clear,2,7,1,1,14,Male,Young Adult (15-24),Cyclist
ACC-00137,2025,6,June,2025-06-01,Madhesh,Dhanusha,Sabaila,26.729191,85.874864,Urban Road,Motorcycle,Weather,Afternoon,Rainy,2,5,0,0,38,Male,Adult (25-44),Motorcyclist
ACC-00179,2025,6,June,2025-06-01,Madhesh,Dhanusha,Bateshwor,26.778812,85.898326,Urban Road,Bus,Drunk Driving,Evening,Foggy,3,2,2,2,22,Female,Young Adult (15-24),Passenger
ACC-00343,2025,6,June,2025-06-01,Gandaki,Kaski,Mahendrapul,28.189165,84.018232,Urban Road,Motorcycle,Landslide,Afternoon,Rainy,2,6,1,1,24,Male,Middle Aged (45-64),Motorcyclist
ACC-00368,2025,6,June,2025-06-01,Madhesh,Dhanusha,Shahidnagar,26.75469,85.894275,Rural Road,Motorcycle,Overspeeding,Night,Clear,1,0,0,0,21,Female,Senior (65+),Motorcyclist
ACC-00500,2025,6,June,2025-06-01,Lumbini,Rupandehi,Omsatiya,27.563597,83.432379,Highway,Motorcycle,Overspeeding,Night,Rainy,3,6,0,0,34,Other,Child (0-14),Motorcyclist
ACC-00510,2025,6,June,2025-06-01,Gandaki,Kaski,Sarangkot,28.241221,83.938896,Urban Road,Motorcycle,Overspeeding,Afternoon,Clear,3,1,0,0,21,Female,Adult (25-44),Motorcyclist
ACC-00002,2025,7,July,2025-07-01,Lumbini,Rupandehi,Gaidahawa,27.56193,83.398993,Urban Road,Motorcycle,Flood,Morning,Rainy,2,5,3,3,26,Female,Middle Aged (45-64),Motorcyclist
ACC-00011,2025,7,July,2025-07-01,Madhesh,Dhanusha,Lakshminiya,26.689908,85.97166,Hill Road,Motorcycle,Flood,Afternoon,Rainy,3,3,2,2,46,Male,Adult (25-44),Motorcyclist
ACC-00049,2025,7,July,2025-07-01,Lumbini,Rupandehi,Marchawari,27.545768,83.357105,Urban Road,Car,Flood,Night,Rainy,3,4,0,0,44,Male,Young Adult (15-24),Passenger
ACC-00108,2025,7,July,2025-07-01,Bagmati,Kathmandu,Kalanki,27.707509,85.305696,Urban Road,Motorcycle,Overspeeding,Morning,Foggy,4,2,2,2,56,Female,Young Adult (15-24),Motorcyclist
ACC-00153,2025,7,July,2025-07-01,Koshi,Morang,Gramthan,26.519271,87.170397,Highway,Car,Road Condition,Evening,Clear,1,5,3,3,56,Male,Young Adult (15-24),Passenger
ACC-00157,2025,7,July,2025-07-01,Sudurpashchim,Kailali,Attariya,28.627957,80.598837,Rural Road,Motorcycle,Weather,Afternoon,Clear,1,4,2,2,21,Male,Young Adult (15-24),Motorcyclist
ACC-00158,2025,7,July,2025-07-01,Madhesh,Dhanusha,Kamala,26.69631,85.946832,Hill Road,Motorcycle,Landslide,Evening,Rainy,4,3,1,1,40,Female,Middle Aged (45-64),Motorcyclist
ACC-00200,2025,7,July,2025-07-01,Madhesh,Dhanusha,Dhanushadham,26.755934,85.933888,Rural Road,Motorcycle,Landslide,Morning,Rainy,1,4,1,1,58,Female,Adult (25-44),Motorcyclist
ACC-00214,2025,7,July,2025-07-01,Madhesh,Dhanusha,Aurahi,26.750108,85.902121,Hill Road,Motorcycle,Human Error,Morning,Foggy,2,4,2,2,69,Male,Middle Aged (45-64),Motorcyclist
ACC-00228,2025,7,July,2025-07-01,Sudurpashchim,Kailali,Mohanyal,28.767489,80.673937,Highway,Tempo,Human Error,Morning,Clear,2,2,0,0,58,Male,Middle Aged (45-64),Driver
ACC-00286,2025,7,July,2025-07-01,Sudurpashchim,Kailali,Mohanyal,28.745241,80.722489,Urban Road,Motorcycle,Flood,Night,Rainy,3,4,0,0,32,Male,Adult (25-44),Motorcyclist
ACC-00310,2025,7,July,2025-07-01,Karnali,Surkhet,Jabre,28.585855,81.627863,Urban Road,Bus,Road Condition,Evening,Clear,4,4,1,1,56,Male,Child (0-14),Passenger
ACC-00372,2025,7,July,2025-07-01,Bagmati,Kathmandu,Budhanilkantha,27.766127,85.357658,Urban Road,Motorcycle,Drunk Driving,Night,Foggy,4,0,0,0,18,Male,Adult (25-44),Motorcyclist
ACC-00392,2025,7,July,2025-07-01,Madhesh,Dhanusha,Dhanushadham,26.782803,85.975715,Highway,Motorcycle,Drunk Driving,Night,Foggy,2,6,0,0,33,Male,Adult (25-44),Motorcyclist
ACC-00451,2025,7,July,2025-07-01,Sudurpashchim,Kailali,Ghodaghodi,28.675909,80.757839,Hill Road,Bus,Overspeeding,Morning,Foggy,3,2,0,0,54,Female,Young Adult (15-24),Driver
ACC-00032,2025,8,August,2025-08-01,Sudurpashchim,Kailali,Joshipur,28.59313,80.668247,Highway,Motorcycle,Flood,Morning,Rainy,4,3,1,1,47,Male,Senior (65+),Motorcyclist
ACC-00125,2025,8,August,2025-08-01,Gandaki,Kaski,Rambazar,28.237326,83.987756,Urban Road,Motorcycle,Flood,Afternoon,Rainy,1,4,3,3,15,Male,Adult (25-44),Motorcyclist
ACC-00207,2025,8,August,2025-08-01,Lumbini,Rupandehi,Rohini,27.587706,83.40472,Highway,Motorcycle,Drunk Driving,Night,Foggy,2,7,1,1,45,Male,Adult (25-44),Motorcyclist
ACC-00316,2025,8,August,2025-08-01,Koshi,Morang,Biratnagar,26.43849,87.265345,Highway,Tempo,Road Condition,Night,Rainy,1,1,0,0,29,Male,Adult (25-44),Driver
ACC-00522,2025,8,August,2025-08-01,Madhesh,Dhanusha,Aurahi,26.790664,85.896867,Highway,Car,Landslide,Morning,Rainy,3,4,3,3,22,Male,Young Adult (15-24),Driver
ACC-00543,2025,8,August,2025-08-01,Madhesh,Dhanusha,Sabaila,26.734023,85.86522,Rural Road,Motorcycle,Flood,Morning,Rainy,3,6,1,1,45,Male,Adult (25-44),Motorcyclist
ACC-00027,2025,9,September,2025-09-01,Gandaki,Kaski,Hemja,28.257663,83.976163,Rural Road,Bicycle,Landslide,Afternoon,Rainy,3,3,0,0,60,Male,Young Adult (15-24),Cyclist
ACC-00045,2025,9,September,2025-09-01,Gandaki,Kaski,Hemja,28.294838,83.972141,Urban Road,Motorcycle,Human Error,Evening,Rainy,3,5,3,3,22,Male,Middle Aged (45-64),Motorcyclist
ACC-00058,2025,9,September,2025-09-01,Madhesh,Dhanusha,Lakshminiya,26.688679,85.951437,Hill Road,Motorcycle,Overspeeding,Evening,Clear,4,2,2,2,35,Male,Young Adult (15-24),Motorcyclist
ACC-00080,2025,9,September,2025-09-01,Karnali,Surkhet,Gurbhakot,28.493382,81.765188,Urban Road,Motorcycle,Road Condition,Night,Rainy,1,2,2,2,24,Male,Young Adult (15-24),Motorcyclist
ACC-00208,2025,9,September,2025-09-01,Gandaki,Kaski,Birauta,28.197671,83.972081,Urban Road,Motorcycle,Overspeeding,Evening,Rainy,2,0,0,0,8,Male,Adult (25-44),Motorcyclist
ACC-00303,2025,9,September,2025-09-01,Gandaki,Kaski,Bagar,28.218291,83.974068,Rural Road,Truck,Road Condition,Evening,Clear,1,3,0,0,62,Male,Young Adult (15-24),Driver
ACC-00092,2025,10,October,2025-10-01,Koshi,Morang,Kanepokhari,26.596265,87.176365,Highway,Motorcycle,Road Condition,Night,Foggy,4,8,2,2,48,Male,Young Adult (15-24),Motorcyclist
ACC-00187,2025,10,October,2025-10-01,Gandaki,Kaski,Malepatan,28.264576,83.963571,Highway,Bus,Weather,Evening,Foggy,2,6,1,1,31,Female,Adult (25-44),Passenger
ACC-00210,2025,10,October,2025-10-01,Sudurpashchim,Kailali,Hasuliya,28.531692,80.812034,Highway,Motorcycle,Flood,Night,Rainy,3,3,1,1,7,Male,Middle Aged (45-64),Motorcyclist
ACC-00276,2025,10,October,2025-10-01,Karnali,Surkhet,Birendranagar,28.622875,81.641798,Urban Road,Motorcycle,Overspeeding,Evening,Rainy,4,5,1,1,28,Male,Senior (65+),Motorcyclist
ACC-00285,2025,10,October,2025-10-01,Sudurpashchim,Kailali,Hasuliya,28.535778,80.798552,Highway,Motorcycle,Human Error,Morning,Foggy,1,5,1,1,43,Male,Adult (25-44),Motorcyclist
ACC-00290,2025,10,October,2025-10-01,Koshi,Morang,Jahada,26.534034,87.220306,Rural Road,Truck,Drunk Driving,Night,Clear,1,6,1,1,70,Male,Adult (25-44),Driver
ACC-00335,2025,10,October,2025-10-01,Lumbini,Rupandehi,Kanchan,27.553719,83.42428,Hill Road,Car,Drunk Driving,Morning,Foggy,3,6,3,3,38,Male,Middle Aged (45-64),Passenger
ACC-00424,2025,10,October,2025-10-01,Karnali,Surkhet,Uttarganga,28.543665,81.669428,Urban Road,Motorcycle,Landslide,Evening,Rainy,4,1,1,1,28,Male,Young Adult (15-24),Motorcyclist
ACC-00446,2025,10,October,2025-10-01,Gandaki,Kaski,Mahendrapul,28.220501,83.999605,Urban Road,Car,Drunk Driving,Morning,Rainy,4,2,1,1,42,Female,Young Adult (15-24),Driver
ACC-00498,2025,10,October,2025-10-01,Karnali,Surkhet,Latikoili,28.598633,81.673255,Rural Road,Motorcycle,Flood,Night,Rainy,2,2,0,0,20,Male,Child (0-14),Motorcyclist
ACC-00521,2025,10,October,2025-10-01,Madhesh,Dhanusha,Mukhiyapatti,26.744329,85.960331,Highway,Bus,Landslide,Morning,Rainy,2,4,2,2,59,Male,Young Adult (15-24),Driver
ACC-00005,2025,11,November,2025-11-01,Madhesh,Dhanusha,Aurahi,26.806199,85.898882,Highway,Motorcycle,Drunk Driving,Night,Foggy,4,4,3,3,49,Male,Middle Aged (45-64),Motorcyclist
ACC-00042,2025,11,November,2025-11-01,Karnali,Surkhet,Raniyapur,28.549179,81.640568,Urban Road,Motorcycle,Human Error,Night,Clear,4,3,3,3,25,Male,Adult (25-44),Motorcyclist
ACC-00302,2025,11,November,2025-11-01,Bagmati,Kathmandu,Chabahil,27.718044,85.351285,Urban Road,Motorcycle,Road Condition,Afternoon,Clear,4,6,3,3,17,Male,Middle Aged (45-64),Motorcyclist
ACC-00317,2025,11,November,2025-11-01,Karnali,Surkhet,Lekbeshi,28.55765,81.61626,Hill Road,Car,Landslide,Evening,Rainy,3,1,0,0,65,Male,Young Adult (15-24),Passenger
ACC-00352,2025,11,November,2025-11-01,Gandaki,Kaski,Pokhara,28.225696,84.010335,Hill Road,Motorcycle,Drunk Driving,Afternoon,Foggy,1,3,2,2,37,Female,Child (0-14),Motorcyclist
ACC-00365,2025,11,November,2025-11-01,Sudurpashchim,Kailali,Lamki,28.646169,80.655895,Hill Road,Motorcycle,Overspeeding,Night,Rainy,4,5,0,0,18,Female,Adult (25-44),Motorcyclist
ACC-00366,2025,11,November,2025-11-01,Karnali,Surkhet,Barahatal,28.618013,81.552768,Hill Road,Motorcycle,Flood,Evening,Rainy,2,2,0,0,30,Male,Adult (25-44),Motorcyclist
ACC-00387,2025,11,November,2025-11-01,Gandaki,Kaski,Nadipur,28.230973,83.962461,Urban Road,Tempo,Human Error,Evening,Clear,3,2,1,1,56,Male,Child (0-14),Passenger
ACC-00418,2025,11,November,2025-11-01,Bagmati,Kathmandu,Koteshwor,27.649322,85.367119,Urban Road,Bus,Landslide,Evening,Rainy,4,4,3,3,34,Male,Young Adult (15-24),Driver
ACC-00422,2025,11,November,2025-11-01,Karnali,Surkhet,Latikoili,28.613759,81.678176,Highway,Bus,Weather,Evening,Clear,1,6,3,3,7,Female,Senior (65+),Passenger
ACC-00445,2025,11,November,2025-11-01,Sudurpashchim,Kailali,Janaki,28.597579,80.591972,Hill Road,Motorcycle,Landslide,Afternoon,Rainy,4,3,1,1,37,Female,Young Adult (15-24),Motorcyclist
ACC-00501,2025,11,November,2025-11-01,Sudurpashchim,Kailali,Bhajani,28.507952,80.770015,Highway,Car,Landslide,Afternoon,Rainy,1,3,2,2,42,Male,Middle Aged (45-64),Driver
ACC-00530,2025,11,November,2025-11-01,Lumbini,Rupandehi,Lumbini,27.46213,83.250485,Rural Road,Motorcycle,Human Error,Morning,Foggy,4,2,0,0,30,Female,Senior (65+),Motorcyclist
ACC-00046,2025,12,December,2025-12-01,Madhesh,Dhanusha,Aurahi,26.761555,85.867173,Highway,Motorcycle,Weather,Evening,Clear,3,2,0,0,23,Male,Adult (25-44),Motorcyclist
ACC-00052,2025,12,December,2025-12-01,Sudurpashchim,Kailali,Attariya,28.613578,80.612558,Hill Road,Tempo,Weather,Morning,Rainy,4,5,2,2,62,Female,Young Adult (15-24),Driver
ACC-00116,2025,12,December,2025-12-01,Lumbini,Rupandehi,Marchawari,27.566496,83.329252,Hill Road,Motorcycle,Human Error,Morning,Foggy,1,0,0,0,59,Female,Young Adult (15-24),Motorcyclist
ACC-00130,2025,12,December,2025-12-01,Karnali,Surkhet,Lekbeshi,28.542124,81.602315,Urban Road,Motorcycle,Landslide,Afternoon,Rainy,2,0,0,0,45,Male,Middle Aged (45-64),Motorcyclist
ACC-00213,2025,12,December,2025-12-01,Sudurpashchim,Kailali,Pathariya,28.659037,80.622431,Hill Road,Bus,Road Condition,Afternoon,Foggy,2,3,2,2,64,Male,Young Adult (15-24),Passenger
ACC-00334,2025,12,December,2025-12-01,Sudurpashchim,Kailali,Lamki,28.607931,80.654953,Highway,Motorcycle,Overspeeding,Night,Clear,4,7,1,1,53,Male,Young Adult (15-24),Motorcyclist
ACC-00358,2025,12,December,2025-12-01,Bagmati,Kathmandu,Sankhu,27.716783,85.467758,Rural Road,Motorcycle,Drunk Driving,Afternoon,Clear,3,1,0,0,25,Male,Young Adult (15-24),Motorcyclist
ACC-00429,2025,12,December,2025-12-01,Koshi,Morang,Belbari,26.669883,87.456038,Urban Road,Motorcycle,Weather,Evening,Foggy,4,5,0,0,28,Male,Adult (25-44),Motorcyclist
ACC-00463,2025,12,December,2025-12-01,Lumbini,Rupandehi,Tilottama,27.615252,83.483754,Urban Road,Motorcycle,Flood,Morning,Rainy,2,5,3,3,55,Female,Senior (65+),Motorcyclist
ACC-00470,2025,12,December,2025-12-01,Gandaki,Kaski,Mahendrapul,28.236359,84.018033,Hill Road,Motorcycle,Road Condition,Night,Foggy,3,3,2,2,26,Female,Child (0-14),Motorcyclist
ACC-00484,2025,12,December,2025-12-01,Koshi,Morang,Gramthan,26.518627,87.211508,Urban Road,Motorcycle,Human Error,Evening,Clear,4,6,2,2,10,Male,Young Adult (15-24),Motorcyclist
